id,text,source,language_tag,concept,sentiment,shop_location,shop_category
11,"In a micro (udyam registered) shop located in apparel boutique at high street (delhi), the shopkeeper learns about the concept of Anchor Store. A Micro (Udyam registered) Apparel Boutique in High Street (Delhi) had issues with inventory shrinkage and pilferage, causing unexplained losses in the annual audit. Leveraging the proximity to a nearby mall's major retail hub, the business integrated Anchor Store (Large well-known brand driving foot traffic to smaller stores.). Registration under the Udyam portal allowed the business to access collateral-free loans via CGTMSE. Dead stock was reduced by 60%, freeing up vital cash flow for the next quarter. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Anchor Store correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Anchor Store,Neutral,Apparel Boutique at High Street (Delhi),Anchor Store
12,"In a medium enterprise shop located in grocery store at rural village (punjab), the shopkeeper learns about the concept of Drop-shipping. A Medium Enterprise Grocery Store in Rural Village (Punjab) had a high amount of capital locked in slow-moving items, preventing the purchase of seasonal stock. Fulfilling large furniture orders directly from the factory to the customer, the business integrated Drop-shipping (Retailer transfers customer orders to manufacturers directly.). Following Legal Metrology guidelines for MRP and net weight prevented potential fines from inspectors. Inventory turnover ratio improved from 4x to 8x within six months. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Drop-shipping correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Drop-shipping,Neutral,Grocery Store at Rural Village (Punjab),Drop-shipping
13,"In a medium enterprise shop located in furniture showroom at mumbai, the shopkeeper learns about the concept of Inventory Shrinkage. A Medium Enterprise Furniture Showroom in Mumbai had issues with inventory shrinkage and pilferage, causing unexplained losses in the annual audit. Installing CCTV and integrated POS monitoring to track stock movements, the business integrated Inventory Shrinkage (Loss of stock due to theft, damage, or errors.). Following Legal Metrology guidelines for MRP and net weight prevented potential fines from inspectors. Dead stock was reduced by 60%, freeing up vital cash flow for the next quarter. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Inventory Shrinkage correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Inventory Shrinkage,Neutral,Furniture Showroom at Mumbai,Inventory Shrinkage
14,"In a small business shop located in furniture showroom at high street (delhi), the shopkeeper learns about the concept of FIFO. A Small Business Furniture Showroom in High Street (Delhi) struggled with manual bookkeeping that led to frequent stockouts of high-demand items. Ensuring that the oldest stock was always placed at the front of the shelf, the business integrated FIFO (First-In First-Out inventory valuation method.). Strict adherence to the Consumer Protection Act ensured higher customer trust and fewer legal disputes. Inventory turnover ratio improved from 4x to 8x within six months. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying FIFO correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,FIFO,Neutral,Furniture Showroom at High Street (Delhi),FIFO
15,"In a small business shop located in grocery store at shopping mall (bangalore), the shopkeeper learns about the concept of E-tailing. A Small Business Grocery Store in Shopping Mall (Bangalore) faced legal notices for non-compliance with the Legal Metrology Act regarding price labeling. Expanding the business reach to a pan-India customer base via a web portal, the business integrated E-tailing (Selling products directly on the internet.). Registration under the Udyam portal allowed the business to access collateral-free loans via CGTMSE. The store saw a significant reduction in capital lock-up, allowing for business expansion. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying E-tailing correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,E-tailing,Neutral,Grocery Store at Shopping Mall (Bangalore),E-tailing
16,"In a micro (udyam registered) shop located in pharmacy at tier-2 city (indore), the shopkeeper learns about the concept of Drop-shipping. A Micro (Udyam registered) Pharmacy in Tier-2 City (Indore) struggled with manual bookkeeping that led to frequent stockouts of high-demand items. Fulfilling large furniture orders directly from the factory to the customer, the business integrated Drop-shipping (Retailer transfers customer orders to manufacturers directly.). Compliance with the Shops and Establishments Act helped in extending operating hours during festive seasons. The store saw a significant reduction in capital lock-up, allowing for business expansion. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Drop-shipping correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Drop-shipping,Neutral,Pharmacy at Tier-2 City (Indore),Drop-shipping
17,"In a micro (udyam registered) shop located in grocery store at high street (delhi), the shopkeeper learns about the concept of Bricks and Clicks. A Micro (Udyam registered) Grocery Store in High Street (Delhi) faced legal notices for non-compliance with the Legal Metrology Act regarding price labeling. Building an online storefront that synchronized with their physical inventory, the business integrated Bricks and Clicks (Integration of online and offline retail channels.). Registration under the Udyam portal allowed the business to access collateral-free loans via CGTMSE. The store saw a significant reduction in capital lock-up, allowing for business expansion. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Bricks and Clicks correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Bricks and Clicks,Neutral,Grocery Store at High Street (Delhi),Bricks and Clicks
18,"In a micro (udyam registered) shop located in grocery store at tier-2 city (indore), the shopkeeper learns about the concept of Drop-shipping. A Micro (Udyam registered) Grocery Store in Tier-2 City (Indore) struggled with manual bookkeeping that led to frequent stockouts of high-demand items. Fulfilling large furniture orders directly from the factory to the customer, the business integrated Drop-shipping (Retailer transfers customer orders to manufacturers directly.). The owner utilized the PMEGP scheme to subsidize the cost of the new digital infrastructure. Inventory turnover ratio improved from 4x to 8x within six months. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Drop-shipping correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Drop-shipping,Neutral,Grocery Store at Tier-2 City (Indore),Drop-shipping
19,"In a medium enterprise shop located in electronics shop at shopping mall (bangalore), the shopkeeper learns about the concept of Omni-channel. A Medium Enterprise Electronics Shop in Shopping Mall (Bangalore) faced legal notices for non-compliance with the Legal Metrology Act regarding price labeling. Providing a unified shopping experience across mobile, web, and store, the business integrated Omni-channel (Seamless customer experience across all sales touchpoints.). Strict adherence to the Consumer Protection Act ensured higher customer trust and fewer legal disputes. Operational costs were slashed by 10% through better supply chain visibility. While running daily operations, the shopkeeper notices problems related to sales growth. By applying Omni-channel correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in sales growth and overall control of the business.",web_online,en,Omni-channel,Neutral,Electronics Shop at Shopping Mall (Bangalore),Omni-channel
20,"In a medium enterprise shop located in apparel boutique at shopping mall (bangalore), the shopkeeper learns about the concept of Basic Stock List. A Medium Enterprise Apparel Boutique in Shopping Mall (Bangalore) faced legal notices for non-compliance with the Legal Metrology Act regarding price labeling. Defining a strict list of 'never-out' items and reorder points, the business integrated Basic Stock List (Essential products always kept in stock to prevent stockouts.). By joining the ONDC network, the store's inventory became visible on multiple national buyer apps. The store saw a significant reduction in capital lock-up, allowing for business expansion. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Basic Stock List correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Basic Stock List,Neutral,Apparel Boutique at Shopping Mall (Bangalore),Basic Stock List
21,"In a micro (udyam registered) shop located in electronics shop at rural village (punjab), the shopkeeper learns about the concept of FIFO. A Micro (Udyam registered) Electronics Shop in Rural Village (Punjab) was struggling to compete with large e-commerce giants and losing local footfall. Ensuring that the oldest stock was always placed at the front of the shelf, the business integrated FIFO (First-In First-Out inventory valuation method.). By joining the ONDC network, the store's inventory became visible on multiple national buyer apps. Operational costs were slashed by 10% through better supply chain visibility. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying FIFO correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,FIFO,Neutral,Electronics Shop at Rural Village (Punjab),FIFO
22,"In a micro (udyam registered) shop located in electronics shop at shopping mall (bangalore), the shopkeeper learns about the concept of Cloud POS. A Micro (Udyam registered) Electronics Shop in Shopping Mall (Bangalore) had issues with inventory shrinkage and pilferage, causing unexplained losses in the annual audit. Moving all billing and stock data to a secure real-time web portal, the business integrated Cloud POS (Web-based billing and inventory management system.). Registration under the Udyam portal allowed the business to access collateral-free loans via CGTMSE. Dead stock was reduced by 60%, freeing up vital cash flow for the next quarter. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Cloud POS correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Cloud POS,Neutral,Electronics Shop at Shopping Mall (Bangalore),Cloud POS
23,"In a medium enterprise shop located in pharmacy at mumbai, the shopkeeper learns about the concept of Anchor Store. A Medium Enterprise Pharmacy in Mumbai found it difficult to manage perishables, leading to high waste and lost margins. Leveraging the proximity to a nearby mall's major retail hub, the business integrated Anchor Store (Large well-known brand driving foot traffic to smaller stores.). The owner utilized the PMEGP scheme to subsidize the cost of the new digital infrastructure. Operational costs were slashed by 10% through better supply chain visibility. While running daily operations, the shopkeeper notices problems related to sales growth. By applying Anchor Store correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in sales growth and overall control of the business.",web_online,en,Anchor Store,Neutral,Pharmacy at Mumbai,Anchor Store
24,"In a micro (udyam registered) shop located in furniture showroom at tier-2 city (indore), the shopkeeper learns about the concept of Dead Stock. A Micro (Udyam registered) Furniture Showroom in Tier-2 City (Indore) found it difficult to manage perishables, leading to high waste and lost margins. Running a clearance sale based on 'Dead Inventory' identification reports, the business integrated Dead Stock (Inventory that remains unsold and ties up capital.). Following Legal Metrology guidelines for MRP and net weight prevented potential fines from inspectors. Customer retention rates increased as the shopping experience became more seamless. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Dead Stock correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Dead Stock,Neutral,Furniture Showroom at Tier-2 City (Indore),Dead Stock
25,"In a medium enterprise shop located in pharmacy at shopping mall (bangalore), the shopkeeper learns about the concept of FIFO. A Medium Enterprise Pharmacy in Shopping Mall (Bangalore) found it difficult to manage perishables, leading to high waste and lost margins. Ensuring that the oldest stock was always placed at the front of the shelf, the business integrated FIFO (First-In First-Out inventory valuation method.). By joining the ONDC network, the store's inventory became visible on multiple national buyer apps. Operational costs were slashed by 10% through better supply chain visibility. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying FIFO correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,FIFO,Neutral,Pharmacy at Shopping Mall (Bangalore),FIFO
26,"In a small business shop located in electronics shop at shopping mall (bangalore), the shopkeeper learns about the concept of Contactless Payments. A Small Business Electronics Shop in Shopping Mall (Bangalore) faced legal notices for non-compliance with the Legal Metrology Act regarding price labeling. Offering UPI and Tap-to-Pay options to speed up the checkout queue, the business integrated Contactless Payments (Digital payment methods without physical contact.). The owner utilized the PMEGP scheme to subsidize the cost of the new digital infrastructure. This resulted in a 25% improvement in working capital availability. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Contactless Payments correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Contactless Payments,Neutral,Electronics Shop at Shopping Mall (Bangalore),Contactless Payments
27,"In a medium enterprise shop located in apparel boutique at shopping mall (bangalore), the shopkeeper learns about the concept of Inventory Shrinkage. A Medium Enterprise Apparel Boutique in Shopping Mall (Bangalore) was struggling to compete with large e-commerce giants and losing local footfall. Installing CCTV and integrated POS monitoring to track stock movements, the business integrated Inventory Shrinkage (Loss of stock due to theft, damage, or errors.). Registration under the Udyam portal allowed the business to access collateral-free loans via CGTMSE. Dead stock was reduced by 60%, freeing up vital cash flow for the next quarter. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Inventory Shrinkage correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Inventory Shrinkage,Neutral,Apparel Boutique at Shopping Mall (Bangalore),Inventory Shrinkage
28,"In a medium enterprise shop located in pharmacy at high street (delhi), the shopkeeper learns about the concept of Anchor Store. A Medium Enterprise Pharmacy in High Street (Delhi) was facing significant financial strain due to unsold inventory occupying 40% of shelf space. Leveraging the proximity to a nearby mall's major retail hub, the business integrated Anchor Store (Large well-known brand driving foot traffic to smaller stores.). GST composition scheme adoption simplified the monthly tax filing process for the shopkeeper. Inventory turnover ratio improved from 4x to 8x within six months. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Anchor Store correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Anchor Store,Neutral,Pharmacy at High Street (Delhi),Anchor Store
29,"In a medium enterprise shop located in apparel boutique at high street (delhi), the shopkeeper learns about the concept of Bricks and Clicks. A Medium Enterprise Apparel Boutique in High Street (Delhi) faced legal notices for non-compliance with the Legal Metrology Act regarding price labeling. Building an online storefront that synchronized with their physical inventory, the business integrated Bricks and Clicks (Integration of online and offline retail channels.). Registration under the Udyam portal allowed the business to access collateral-free loans via CGTMSE. Customer retention rates increased as the shopping experience became more seamless. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Bricks and Clicks correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Bricks and Clicks,Neutral,Apparel Boutique at High Street (Delhi),Bricks and Clicks
30,"In a small business shop located in furniture showroom at rural village (punjab), the shopkeeper learns about the concept of FIFO. A Small Business Furniture Showroom in Rural Village (Punjab) found it difficult to manage perishables, leading to high waste and lost margins. Ensuring that the oldest stock was always placed at the front of the shelf, the business integrated FIFO (First-In First-Out inventory valuation method.). The owner utilized the PMEGP scheme to subsidize the cost of the new digital infrastructure. Dead stock was reduced by 60%, freeing up vital cash flow for the next quarter. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying FIFO correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,FIFO,Neutral,Furniture Showroom at Rural Village (Punjab),FIFO
31,"In a medium enterprise shop located in electronics shop at tier-2 city (indore), the shopkeeper learns about the concept of Personalization. A Medium Enterprise Electronics Shop in Tier-2 City (Indore) was facing significant financial strain due to unsold inventory occupying 40% of shelf space. Using customer purchase history to send targeted discount codes, the business integrated Personalization (Tailoring marketing and products to specific customer needs.). Following Legal Metrology guidelines for MRP and net weight prevented potential fines from inspectors. This resulted in a 25% improvement in working capital availability. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Personalization correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Personalization,Neutral,Electronics Shop at Tier-2 City (Indore),Personalization
32,"In a small business shop located in apparel boutique at shopping mall (bangalore), the shopkeeper learns about the concept of Consignment Inventory. A Small Business Apparel Boutique in Shopping Mall (Bangalore) faced legal notices for non-compliance with the Legal Metrology Act regarding price labeling. Negotiating with suppliers to pay only for items sold, the business integrated Consignment Inventory (Stock not owned by retailer until sold; minimizes capital lock-up.). Strict adherence to the Consumer Protection Act ensured higher customer trust and fewer legal disputes. The store saw a significant reduction in capital lock-up, allowing for business expansion. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Consignment Inventory correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Consignment Inventory,Neutral,Apparel Boutique at Shopping Mall (Bangalore),Consignment Inventory
33,"In a medium enterprise shop located in grocery store at mumbai, the shopkeeper learns about the concept of Cloud POS. A Medium Enterprise Grocery Store in Mumbai was facing significant financial strain due to unsold inventory occupying 40% of shelf space. Moving all billing and stock data to a secure real-time web portal, the business integrated Cloud POS (Web-based billing and inventory management system.). Registration under the Udyam portal allowed the business to access collateral-free loans via CGTMSE. Inventory turnover ratio improved from 4x to 8x within six months. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Cloud POS correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Cloud POS,Neutral,Grocery Store at Mumbai,Cloud POS
34,"In a small business shop located in electronics shop at shopping mall (bangalore), the shopkeeper learns about the concept of Augmented Reality. A Small Business Electronics Shop in Shopping Mall (Bangalore) faced legal notices for non-compliance with the Legal Metrology Act regarding price labeling. By introducing a virtual try-on experience for customers, the business integrated Augmented Reality (Digital tool for customer interaction and remote product trial.). The owner utilized the PMEGP scheme to subsidize the cost of the new digital infrastructure. This resulted in a 25% improvement in working capital availability. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Augmented Reality correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Augmented Reality,Neutral,Electronics Shop at Shopping Mall (Bangalore),Augmented Reality
35,"In a medium enterprise shop located in electronics shop at mumbai, the shopkeeper learns about the concept of Inventory Shrinkage. A Medium Enterprise Electronics Shop in Mumbai faced legal notices for non-compliance with the Legal Metrology Act regarding price labeling. Installing CCTV and integrated POS monitoring to track stock movements, the business integrated Inventory Shrinkage (Loss of stock due to theft, damage, or errors.). Following Legal Metrology guidelines for MRP and net weight prevented potential fines from inspectors. This resulted in a 25% improvement in working capital availability. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Inventory Shrinkage correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Inventory Shrinkage,Neutral,Electronics Shop at Mumbai,Inventory Shrinkage
36,"In a medium enterprise shop located in furniture showroom at shopping mall (bangalore), the shopkeeper learns about the concept of Omni-channel. A Medium Enterprise Furniture Showroom in Shopping Mall (Bangalore) had a high amount of capital locked in slow-moving items, preventing the purchase of seasonal stock. Providing a unified shopping experience across mobile, web, and store, the business integrated Omni-channel (Seamless customer experience across all sales touchpoints.). The owner utilized the PMEGP scheme to subsidize the cost of the new digital infrastructure. The store saw a significant reduction in capital lock-up, allowing for business expansion. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Omni-channel correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Omni-channel,Neutral,Furniture Showroom at Shopping Mall (Bangalore),Omni-channel
37,"In a small business shop located in pharmacy at mumbai, the shopkeeper learns about the concept of Dead Stock. A Small Business Pharmacy in Mumbai had issues with inventory shrinkage and pilferage, causing unexplained losses in the annual audit. Running a clearance sale based on 'Dead Inventory' identification reports, the business integrated Dead Stock (Inventory that remains unsold and ties up capital.). Registration under the Udyam portal allowed the business to access collateral-free loans via CGTMSE. This resulted in a 25% improvement in working capital availability. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Dead Stock correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Dead Stock,Neutral,Pharmacy at Mumbai,Dead Stock
38,"In a medium enterprise shop located in electronics shop at shopping mall (bangalore), the shopkeeper learns about the concept of Inventory Turnover. A Medium Enterprise Electronics Shop in Shopping Mall (Bangalore) was struggling to compete with large e-commerce giants and losing local footfall. Analyzing sales velocity to ensure stock was replaced every 30 days, the business integrated Inventory Turnover (Speed at which stock is sold and replaced.). Compliance with the Shops and Establishments Act helped in extending operating hours during festive seasons. Inventory turnover ratio improved from 4x to 8x within six months. While running daily operations, the shopkeeper notices problems related to capital lock-up. By applying Inventory Turnover correctly, daily decisions around stock, sales, and cash become clearer. Over time, the shopkeeper sees measurable improvement in capital lock-up and overall control of the business.",web_online,en,Inventory Turnover,Neutral,Electronics Shop at Shopping Mall (Bangalore),Inventory Turnover
