id,text,source,language_tag,concept,sentiment,shop_location,shop_category
36,"While managing daily shop work, a retailer encounters the idea of Marketing Calendar. A marketing calendar is a tool used by retailers to show where and when marketing events, media campaigns and merchandising efforts are happening or will happen during the year, as well as their results. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Marketing Calendar, decisions become clearer. Using Marketing Calendar correctly helps the shop run more smoothly.",web_online,en,Marketing Calendar,Neutral,India_General,Retail
37,"While solving practical shop problems, the shopkeeper studies Markup. The amount by which the cost of a product is increased to derive the selling price or to create a profit margin for business. It can also be defined as a percentage added to the cost to get the retail selling price. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Markup, decisions become clearer. Using Markup correctly helps the shop run more smoothly.",web_online,en,Markup,Neutral,India_General,Retail
38,"In the middle of everyday retail decisions, the term Merchandise Classification. The grouping of merchandise items done for the purpose of easy identification of specific items and efficient inventory management. It is an outcome of the retailer’s policy of classification and varies from retailer to retailer. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Merchandise Classification, decisions become clearer. Using Merchandise Classification correctly helps the shop run more smoothly.",web_online,en,Merchandise Classification,Neutral,India_General,Retail
39,"While handling customers and stock, the retailer understands Minimum Advertised Price. This is a supplier’s pricing policy that doesn’t permit retailers to advertise prices below a specific amount. While legally a retailer can’t advertise for less than this price, they can, in fact, sell items in their store for less than this price. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Minimum Advertised Price, decisions become clearer. Using Minimum Advertised Price correctly helps the shop run more smoothly.",web_online,en,Minimum Advertised Price,Neutral,India_General,Retail
40,"When improving shop operations, the retailer encounters Multichannel Retailing. Selling merchandise through more than one independently managed channel, such as brick-and-mortar stores, catalogs, and online. This is the precursor to omnichannel retail, which aims to tie those channels together. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Multichannel Retailing, decisions become clearer. Using Multichannel Retailing correctly helps the shop run more smoothly.",web_online,en,Multichannel Retailing,Neutral,India_General,Retail
41,"During routine store operations, the shopkeeper learns about Net Profit. The actual profit left after working expenses have been paid. It’s calculated by subtracting retail operating expenses from gross profit. It can be expressed in value and percentage terms. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Net Profit, decisions become clearer. Using Net Profit correctly helps the shop run more smoothly.",web_online,en,Net Profit,Neutral,India_General,Retail
42,"While managing daily shop work, a retailer encounters the idea of Net Sales. This is the revenue a retailer makes during a specific time period, after deducting customer returns, markdowns, and employee discounts. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Net Sales, decisions become clearer. Using Net Sales correctly helps the shop run more smoothly.",web_online,en,Net Sales,Neutral,India_General,Retail
43,"While solving practical shop problems, the shopkeeper studies Niche Retailing. A niche retailer only sells a single type of product within a specific category. While niche retailers generally don’t appeal to large groups of consumers, they can meet the specific needs of the small groups that they target. Niche retail trends don’t correlate with trends in large, general retailers that sell a variety of goods and as such try to reach as many customers as possible. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Niche Retailing, decisions become clearer. Using Niche Retailing correctly helps the shop run more smoothly.",web_online,en,Niche Retailing,Neutral,India_General,Retail
44,"While managing daily shop work, a retailer encounters the idea of Off-Price. Off-price retailers are retailers who provide high-quality items at extremely cheap prices. They usually sell second-hand goods or items that are out of season. These retailers offer brand name soft goods at low prices. They can afford to do this by purchasing irregular pieces straight from the manufacturer, canceled orders, goods purchased by other retailers, and end of season clearance items. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Off-Price, decisions become clearer. Using Off-Price correctly helps the shop run more smoothly.",web_online,en,Off-Price,Neutral,India_General,Retail
45,"In the middle of everyday retail decisions, the term Omni-channel Retailing. Omni-channel retailing is an approach to sales that aims to give customers a fluid shopping experience whatever the means they are using to shop, whether they’re buying from an ecommerce store or over the phone or in a traditional brick-and-mortar store. This approach utilizes multiple means of promoting and distributing goods. For example, websites and apps, phone calls, emails, and social media. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Omni-channel Retailing, decisions become clearer. Using Omni-channel Retailing correctly helps the shop run more smoothly.",web_online,en,Omni-channel Retailing,Neutral,India_General,Retail
46,"As the business grows, the shopkeeper comes across the concept of Order Lead Time (OLT). The order lead time is the period between when the retailer places an order with a supplier and when the product is delivered to their store. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Order Lead Time (OLT), decisions become clearer. Using Order Lead Time (OLT) correctly helps the shop run more smoothly.",web_online,en,Order Lead Time (OLT),Neutral,India_General,Retail
47,"While managing daily shop work, a retailer encounters the idea of Planogram. A detailed diagram plan of floor, wall and fixture layout for demonstrating how and where products should be displayed in a retail store to increase the number of purchases that a customer makes. Planograms are a vital part of merchandising and retail space planning. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Planogram, decisions become clearer. Using Planogram correctly helps the shop run more smoothly.",web_online,en,Planogram,Neutral,India_General,Retail
48,"In the middle of everyday retail decisions, the term Point-of-Sale (POS) System. A POS system is a cash register including related hardware and software that allows retailers to check out customers, record sales, accept payments, and route those funds to the bank. This features a computer and monitor, a cash drawer, a receipt printer, customer display, a barcode scanner and a credit and debit card reader. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Point-of-Sale (POS) System, decisions become clearer. Using Point-of-Sale (POS) System correctly helps the shop run more smoothly.",web_online,en,Point-of-Sale (POS) System,Neutral,India_General,Retail
49,"While solving practical shop problems, the shopkeeper studies Pop-up Store. Short-term shops or sales spaces, found in empty retail areas, mall booths or any other public place, that come and go within a given period of time. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Pop-up Store, decisions become clearer. Using Pop-up Store correctly helps the shop run more smoothly.",web_online,en,Pop-up Store,Neutral,India_General,Retail
50,"While handling customers and stock, the retailer understands Prestige pricing. Pricing strategy used by high-end retailers to convery exclusivity, quality or luxury aspect of the product, to attrcat status-conscious consumer. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Prestige pricing, decisions become clearer. Using Prestige pricing correctly helps the shop run more smoothly.",web_online,en,Prestige pricing,Neutral,India_General,Retail
51,"In the middle of everyday retail decisions, the term Private label. Brands owned by retailers, either imported & labelled or manufactured by planning. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Private label, decisions become clearer. Using Private label correctly helps the shop run more smoothly.",web_online,en,Private label,Neutral,India_General,Retail
52,"As part of running the store smoothly, the concept of Quantity-on-hand. The physical quantity of inventory that a retailer has in possession. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Quantity-on-hand, decisions become clearer. Using Quantity-on-hand correctly helps the shop run more smoothly.",web_online,en,Quantity-on-hand,Neutral,India_General,Retail
53,"As part of running the store smoothly, the concept of Quantity-in-order. The ordered stock that is yet to be received through open POs or is in manufacturing or transit stage. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Quantity-in-order, decisions become clearer. Using Quantity-in-order correctly helps the shop run more smoothly.",web_online,en,Quantity-in-order,Neutral,India_General,Retail
54,"While managing daily shop work, a retailer encounters the idea of Quick Response. Quick response is the name given to the system that immediately replenishes goods based on consumer demand. It is also sometimes referred to as JIT II (Just in Time level two) or in retailing as ECR (Efficient Consumer Response). The use of current technology links the manufacturer, supplier, retailer and retail outlet together to speed up communications, reduce paperwork, reduce inventory carrying costs, and have what the customer wants when they want it. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Quick Response, decisions become clearer. Using Quick Response correctly helps the shop run more smoothly.",web_online,en,Quick Response,Neutral,India_General,Retail
55,"In the middle of everyday retail decisions, the term Radio Frequency Identification (RFID). RFID is the technology that provides radio waves to track, read, and capture the information that lives in a chip on a product’s label or packaging. RFID is used to take accurate measures of inventory and to learn more about customers. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Radio Frequency Identification (RFID), decisions become clearer. Using Radio Frequency Identification (RFID) correctly helps the shop run more smoothly.",web_online,en,Radio Frequency Identification (RFID),Neutral,India_General,Retail
56,"In the middle of everyday retail decisions, the term Relationship Retailing. A strategy that retail businesses use to build loyalty and create lasting relationships with customers including loyalty programs, first-class customer service, great return policies, or personalised experiences. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Relationship Retailing, decisions become clearer. Using Relationship Retailing correctly helps the shop run more smoothly.",web_online,en,Relationship Retailing,Neutral,India_General,Retail
57,"When improving shop operations, the retailer encounters Retail Supply Chain. A complete value chain of supply wherein a manufacturer manufactures the product and sells to a middleman (wholesaler or distributor) to be further sold to a retailer who ultimately sells it to the final purchaser, the consumer. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Retail Supply Chain, decisions become clearer. Using Retail Supply Chain correctly helps the shop run more smoothly.",web_online,en,Retail Supply Chain,Neutral,India_General,Retail
58,"During routine store operations, the shopkeeper learns about Retail. The business of selling products and/or services for the use by end-consumer. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Retail, decisions become clearer. Using Retail correctly helps the shop run more smoothly.",web_online,en,Retail,Neutral,India_General,Retail
59,"In the middle of everyday retail decisions, the term Sell thru. A KPI that denotes product sale from the available stock. It is calculated in percentage This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Sell thru, decisions become clearer. Using Sell thru correctly helps the shop run more smoothly.",web_online,en,Sell thru,Neutral,India_General,Retail
60,"While solving practical shop problems, the shopkeeper studies Shrinkage. Shrinkage in retail is a reduction or loss in inventory due to shoplifting, employee theft, paperwork errors and supplier fraud. Shrinkage is the difference between recorded inventory and actual inventory. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Shrinkage, decisions become clearer. Using Shrinkage correctly helps the shop run more smoothly.",web_online,en,Shrinkage,Neutral,India_General,Retail
61,"In the middle of everyday retail decisions, the term Social Commerce (S-Commerce). It refers to retail models or ecommerce practices that incorporate social media, user-generated content, or social interaction. The social networks do not necessarily serve as platforms for buying and selling; rather, they’re meant to assist the process and help drive sales. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Social Commerce (S-Commerce), decisions become clearer. Using Social Commerce (S-Commerce) correctly helps the shop run more smoothly.",web_online,en,Social Commerce (S-Commerce),Neutral,India_General,Retail
62,"While solving practical shop problems, the shopkeeper studies Stock Keeping Unit (SKU). Term represents all the attributes of an item such as colour, flavour, pack size, packaging type etc. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Stock Keeping Unit (SKU), decisions become clearer. Using Stock Keeping Unit (SKU) correctly helps the shop run more smoothly.",web_online,en,Stock Keeping Unit (SKU),Neutral,India_General,Retail
63,"While solving practical shop problems, the shopkeeper studies Store Loyalty. When customer shops from specific retail store repeatedly driven by his/her own choice. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Store Loyalty, decisions become clearer. Using Store Loyalty correctly helps the shop run more smoothly.",web_online,en,Store Loyalty,Neutral,India_General,Retail
64,"In the middle of everyday retail decisions, the term Trading Area. Also called retail area, this is the area from which retail store draws its sales. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Trading Area, decisions become clearer. Using Trading Area correctly helps the shop run more smoothly.",web_online,en,Trading Area,Neutral,India_General,Retail
65,"During routine store operations, the shopkeeper learns about Unified Brand Experience. In retail, this concept is all about establishing a consistent brand experience or identity throughout multiple channels or platforms, including brick-and-mortar, ecommerce, or mobile. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Unified Brand Experience, decisions become clearer. Using Unified Brand Experience correctly helps the shop run more smoothly.",web_online,en,Unified Brand Experience,Neutral,India_General,Retail
66,"In the middle of everyday retail decisions, the term Wholesale. Wholesale is the sale of goods at a lower price, generally in large quantity, to a retailer for resale purposes. This idea becomes relevant during everyday retail activities. Once the shopkeeper understands Wholesale, decisions become clearer. Using Wholesale correctly helps the shop run more smoothly.",web_online,en,Wholesale,Neutral,India_General,Retail
