id,text,source,language_tag,concept,sentiment,shop_location,shop_category
15,Only a small portion of electrical items are commonly known. Most materials are technical and unfamiliar to customers. Buyers depend on shop advice. This forces customers to visit the shop. Knowledge creates footfall.,Transcript_Shop_1_Electrical,hi_en,Specialized_Assortment,Assured,India_General,Electrical
16,The pharmacy shopkeeper runs all transactions through a computer system. Every service and sale is recorded digitally for customers. There is no handwritten book in the shop. The system stores company-wise and item-wise data. Digital records guide daily operations.,Transcript_Shop_2_Pharmacy,hi_en,Digital_Transaction_Recording,Confident,India_General,Pharmacy
17,"When medicines become old or reach expiry, they are returned to the distributor. The shopkeeper does not sell expired or near-expiry medicines cheaply. Medical rules do not allow discount-based clearance. Returns happen at regulated prices. Compliance is mandatory.",Transcript_Shop_2_Pharmacy,hi_en,Expiry_Return_Compliance,Serious,India_General,Pharmacy
18,Unsold medicines cannot be handled like normal retail items. The shopkeeper cannot reduce prices or give offers. Loss cannot be recovered through discounts. Medical retail follows strict control. This limits flexibility in clearing stock.,Transcript_Shop_2_Pharmacy,hi_en,Regulatory_Constraint,Resigned,India_General,Pharmacy
19,"The shopkeeper reviews sales on a weekly basis. Daily sales are visible in the system, but planning happens weekly. This rhythm helps manage workload. Weekly review keeps ordering stable. Routine brings control.",Transcript_Shop_2_Pharmacy,hi_en,Weekly_Sales_Review,Calm,India_General,Pharmacy
20,"Medicines are tracked daily using the system. At the end of the day, the shopkeeper places orders. New stock usually arrives the next morning. Fast replenishment reduces overstocking. Timely delivery supports daily demand.",Transcript_Shop_2_Pharmacy,hi_en,Daily_Replenishment_Cycle,Satisfied,India_General,Pharmacy
21,New medicines are identified through prescriptions and doctors. Customer demand depends on medical advice. The system also shows availability across suppliers. Prescriptions drive what gets stocked. Trends matter less here.,Transcript_Shop_2_Pharmacy,hi_en,Prescription_Driven_Demand,Neutral,India_General,Pharmacy
22,"When an item is not available, the shopkeeper searches the system. It shows which distributor has stock and quantity. Orders can be placed instantly. Even urgent needs are fulfilled quickly. Technology enables speed.",Transcript_Shop_2_Pharmacy,hi_en,Supplier_Visibility,Assured,India_General,Pharmacy
23,"In urgent cases, medicines can be sourced even on holidays. Delivery partners are used when required. Emergency fulfillment is part of pharmacy service. Speed becomes critical in healthcare. Delay is not acceptable.",Transcript_Shop_2_Pharmacy,hi_en,Emergency_Fulfillment,Alert,India_General,Pharmacy
24,Most sales in the shop come from medicines. Items like shampoo or chocolates are secondary. These are stocked only for regular customers. Convenience keeps customers loyal. Core products remain medicines.,Transcript_Shop_2_Pharmacy,hi_en,Core_vs_Addon_Assortment,Practical,India_General,Pharmacy
25,"The shopkeeper knows monthly consumption of non-medicine items. Stock levels are kept low to avoid waste. If one piece sells, it is reordered weekly. Small quantities reduce expiry risk. Control prevents loss.",Transcript_Shop_2_Pharmacy,hi_en,Controlled_Stocking,Confident,India_General,Pharmacy
26,"When customer preferences change, customers inform the shopkeeper directly. Requests guide future stocking. Regular customers create predictable demand. Feedback flows naturally. Trust enables communication.",Transcript_Shop_2_Pharmacy,hi_en,Customer_Feedback_Loop,Attentive,India_General,Pharmacy
27,"If early demand signals are available, the shopkeeper sees clear value. Knowing trends earlier helps stock before competitors. Missing demand shifts customers elsewhere. Information gives advantage.",Transcript_Shop_2_Pharmacy,hi_en,Early_Demand_Intelligence,Positive,India_General,Pharmacy
28,Loss in pharmacy mostly comes from cosmetic items. Medicines sell steadily due to prescriptions. Controlled quantities reduce loss chances. Risk differs by category. Medicines are safer inventory.,Transcript_Shop_2_Pharmacy,hi_en,Category_Risk_Difference,Assured,India_General,Pharmacy
29,"The pharmacy operates as a day-to-day cash business. Capital planning happens in short cycles. Usually, planning is done for fifteen days. Fast turnover keeps cash flowing. Liquidity is essential.",Transcript_Shop_2_Pharmacy,hi_en,Working_Capital_Cycle,Calm,India_General,Pharmacy
30,The shopkeeper does not use special slang for stock. Everything is called medicine or item. Language remains simple and professional. Clear terms avoid confusion. Standard words work best.,Transcript_Shop_2_Pharmacy,hi_en,Neutral_Retail_Lingo,Neutral,India_General,Pharmacy
31,Orders are placed entirely through the digital system. The shopkeeper rarely calls distributors. Suppliers also prefer automated ordering. Human coordination is minimal. Systems handle supply.,Transcript_Shop_2_Pharmacy,hi_en,Order_Automation,Satisfied,India_General,Pharmacy
32,"A POS software manages billing and inventory. Every item is typed or selected during sale. Sales, purchases, and payments are recorded. The system acts as the shop’s memory. Technology supports scale.",Transcript_Shop_2_Pharmacy,hi_en,POS_Dependency,Confident,India_General,Pharmacy
33,"The shopkeeper records every sale using Tally software on the computer. He does not use a notebook for tracking sales or stock. Each item is added, sold, and reduced automatically in the system. Barcode scanning updates stock instantly. The system acts as the shop’s main record.",Transcript_Shop_3_Fashion,hi_en,POS_and_Tally_Usage,Confident,India_General,Fashion
34,"In the shop, inventory is commonly called ‘maal’. When new stock arrives, the shopkeeper says ‘maal aaya hai’. This informal term is used daily with staff and suppliers. The word refers to all garments collectively. Simple lingo keeps communication fast.",Transcript_Shop_3_Fashion,hi_en,Retail_Lingo_Maal,Neutral,India_General,Fashion
35,"When clothes become old and do not sell, the shopkeeper clears them using discounts. Fashion stock loses value with time. He may reduce the price heavily to move it out. Holding old stock is seen as a loss. Discounting is unavoidable.",Transcript_Shop_3_Fashion,hi_en,Dead_Stock_Clearance,Resigned,India_General,Fashion
36,"The shopkeeper does not check the system to know whether stock is old. By looking at the item, he remembers if it is new or old. His experience tells him the purchase price instantly. Memory replaces digital aging reports. Experience guides decisions.",Transcript_Shop_3_Fashion,hi_en,Experience_Based_Stock_Aging,Confident,India_General,Fashion
37,"If an item was bought for a high price, old stock is sold much cheaper. A thousand-rupee item may be sold for five hundred or less. Recovery is more important than margin. Clearing space matters more than profit. Loss is accepted.",Transcript_Shop_3_Fashion,hi_en,Loss_Recovery_Pricing,Pragmatic,India_General,Fashion
38,Stock purchase decisions are based on the shopkeeper’s experience. He does not follow fashion trend reports or online predictions. Each customer has a different taste. Buying depends on local preference. Experience replaces trends.,Transcript_Shop_3_Fashion,hi_en,Experience_Driven_Buying,Proud,India_General,Fashion
39,The shopkeeper observes what sells in the local area. Demand differs from area to area. He buys designs that suit nearby customers. Local sales matter more than national fashion. Area knowledge drives purchasing.,Transcript_Shop_3_Fashion,hi_en,Local_Demand_Observation,Attentive,India_General,Fashion
40,"There is no fixed time to know if a design will sell. If a customer likes it, the item sells immediately. Otherwise, it may sit for months. Demand is unpredictable. Fashion has no formula.",Transcript_Shop_3_Fashion,hi_en,Unpredictable_Demand,Accepting,India_General,Fashion
41,The shopkeeper remembers where every piece is kept. He also remembers the price of each garment. This knowledge stays in his head. He does not depend on the system for location. Familiarity speeds up service.,Transcript_Shop_3_Fashion,hi_en,Tacit_Inventory_Knowledge,Confident,India_General,Fashion
42,Stock is sourced mainly from Mumbai suppliers. New designs arrive as samples before purchase. The shopkeeper sees and touches samples first. Orders are placed only after approval. Sampling reduces risk.,Transcript_Shop_3_Fashion,hi_en,Sample_Led_Purchasing,Satisfied,India_General,Fashion
43,Designs are also shared on WhatsApp by suppliers. Images are enough to discuss new items. Physical visits are reduced. Communication becomes faster. Digital sharing supports sourcing.,Transcript_Shop_3_Fashion,hi_en,WhatsApp_Supplier_Communication,Neutral,India_General,Fashion
44,"The shop keeps extra designs only to show variety. Even if only one sells, others help customers decide. Display stock increases conversion chances. Variety supports the main sale. Choice matters.",Transcript_Shop_3_Fashion,hi_en,Assortment_Display_Strategy,Realistic,India_General,Fashion
45,The shopkeeper accepts that some stock will remain unsold. Fashion business includes both profit and loss. Loss is written off mentally. Not every piece must sell. Acceptance reduces stress.,Transcript_Shop_3_Fashion,hi_en,Loss_Acceptance,Philosophical,India_General,Fashion
46,"Unsold stock is cleared using offers or bulk deals. Sometimes items are sold far below cost. In some cases, pieces are given free with other purchases. Clearing space is the goal. Loss minimization matters.",Transcript_Shop_3_Fashion,hi_en,Dead_Stock_Liquidation,Pragmatic,India_General,Fashion
47,The shopkeeper prefers keeping limited stock overall. Limited stock reduces future losses. Rotation is safer than hoarding. Modern fashion business needs flexibility. Lean inventory is intentional.,Transcript_Shop_3_Fashion,hi_en,Lean_Inventory_Strategy,Confident,India_General,Fashion
48,The shop sells unbranded but premium-quality garments. These items are locally sourced and high quality. They are not compared with big brands. Fabric and fit matter more. Quality builds trust.,Transcript_Shop_3_Fashion,hi_en,Unbranded_Premium_Positioning,Proud,India_General,Fashion
49,"Such products are often called grey-market items. They are domestic and premium, but not branded. Customers understand the value after use. Brand name is not required. Quality speaks.",Transcript_Shop_3_Fashion,hi_en,Grey_Market_Lingo,Assured,India_General,Fashion
50,The shopkeeper does not run festival-based discount campaigns. Regular customers get small discounts anytime. Loyalty is rewarded casually. Pricing is relationship-based. Seasons do not control sales.,Transcript_Shop_3_Fashion,hi_en,Relationship_Pricing,Warm,India_General,Fashion
51,The shop does not spend on advertising. Customers bring new customers by word of mouth. One satisfied buyer leads to many others. Trust spreads naturally. Marketing is organic.,Transcript_Shop_3_Fashion,hi_en,Word_of_Mouth_Growth,Positive,India_General,Fashion
52,The shopkeeper clearly defines his audience as premium local buyers. Customers asking for very cheap items are redirected elsewhere. The shop does not compete on lowest price. Positioning is firm.,Transcript_Shop_3_Fashion,hi_en,Target_Customer_Positioning,Assertive,India_General,Fashion
53,"Billing and stock history are fully stored in Tally. Records include sales, purchases, debit notes, and payments. Data can be viewed anytime. The system stores years of information. Digital memory supports operations.",Transcript_Shop_3_Fashion,hi_en,Accounting_Record_Depth,Confident,India_General,Fashion
54,The shopkeeper calls fast-selling items ‘running material’. Every day electricians ask for this running material first. These items never sit long on the shelf. He focuses most of his money on running material. Slow items are avoided.,Transcript_Shop_1_Electrical,hi_en,Retail_Lingo_Running_Material,Neutral,India_General,Electrical
55,"When something finishes, the shopkeeper notes it in the ‘order book’. The order book is a simple notebook near the counter. Empty shelves trigger entries in the order book. This book decides tomorrow’s purchase. It is faster than software.",Transcript_Shop_1_Electrical,hi_en,Retail_Lingo_Order_Book,Calm,India_General,Electrical
56,Electricians visiting the shop are called ‘fitters’. Fitters bring demand directly from work sites. They ask for specific items needed that day. The shopkeeper trusts fitters more than catalogs. Fitters shape demand.,Transcript_Shop_1_Electrical,hi_en,Retail_Lingo_Fitter,Confident,India_General,Electrical
57,"Old unsold items are simply called ‘old material’. Old material is not considered waste. Prices usually rise, so old material gives margin. The shopkeeper is not scared of old material. Time adds value.",Transcript_Shop_1_Electrical,hi_en,Retail_Lingo_Old_Material,Assured,India_General,Electrical
58,Medicines close to expiry are called ‘near-expiry stock’. Near-expiry stock cannot be discounted. It must be returned to the distributor. This term is used carefully in the shop. Rules control near-expiry stock.,Transcript_Shop_2_Pharmacy,hi_en,Pharmacy_Lingo_Near_Expiry,Serious,India_General,Pharmacy
59,Medicines that come from doctors are called ‘prescription items’. Prescription items decide most sales. Customers do not argue on these items. The shopkeeper stocks mainly prescription items. Doctors control demand.,Transcript_Shop_2_Pharmacy,hi_en,Pharmacy_Lingo_Prescription_Items,Neutral,India_General,Pharmacy
60,Extra items like shampoo or chocolates are called ‘non-medicine items’. These are not core sales. Non-medicine items are kept for convenience only. Quantities are always small. Risk is higher here.,Transcript_Shop_2_Pharmacy,hi_en,Pharmacy_Lingo_Non_Medicine_Items,Practical,India_General,Pharmacy
61,"When medicine is urgently needed, it is called an ‘emergency order’. Emergency orders can happen even on holidays. Speed matters more than price. The shopkeeper acts immediately. Delay is dangerous.",Transcript_Shop_2_Pharmacy,hi_en,Pharmacy_Lingo_Emergency_Order,Alert,India_General,Pharmacy
62,"In the shop, all stock is called ‘maal’. When new clothes arrive, the shopkeeper says ‘maal aaya’. This word is used daily with staff and suppliers. It refers to all garments. Simple and fast.",Transcript_Shop_3_Fashion,hi_en,Fashion_Lingo_Maal,Neutral,India_General,Fashion
63,Unbranded premium clothes are called ‘grey market’ items. Grey market does not mean low quality here. These items are locally sourced and heavy fabric. Customers understand the value after use. Brand is not needed.,Transcript_Shop_3_Fashion,hi_en,Fashion_Lingo_Grey_Market,Assured,India_General,Fashion
64,New designs shown before buying are called ‘samples’. Samples come from suppliers regularly. The shopkeeper touches and checks samples first. Only liked samples are purchased. Samples reduce risk.,Transcript_Shop_3_Fashion,hi_en,Fashion_Lingo_Sample,Confident,India_General,Fashion
65,Extra pieces kept only to show customers are called ‘display pieces’. Display pieces may not sell. They help customers choose. One selling piece needs many display pieces. Variety supports sales.,Transcript_Shop_3_Fashion,hi_en,Fashion_Lingo_Display_Piece,Realistic,India_General,Fashion
66,"The shopkeeper eagerly waits for the first customer to do 'Bohni'. It is considered a good omen for the day's sales. If the Bohni is good, the whole day goes well.",Web (Youtube),hi,Superstition_and_Tradition,Hopeful,India_General,Fashion
67,"Treat every customer with patience, even if they don't buy immediately. A customer who leaves happy today might return tomorrow with family. Building a reputation is more important than a single sale.",Web (Youtube),hi_en,Customer_Retention,Proud,India_General,Fashion
68,"The 'Galla' or cash box is the heart of the shop. The shopkeeper never leaves the Galla unattended. At the end of the day, counting the cash in the Galla is the most satisfying moment.",Web (Youtube),hi,Financial_Security,Protective,India_General,Kirana
69,Place chocolates and small packets at the counter to tempt children. These impulse buys add up to a significant amount by evening. High-margin items should always be visible.,Web (Youtube),en_hi,Sales_Strategy,Neutral,India_General,Kirana
70,"When ordering stock from the wholesaler, he asks for 'Peti Pack'. This means a full unopened carton, which usually comes at a better rate. Opening a fresh Peti gives a sense of abundance.",Web (Youtube),hi,Inventory_Procurement,Professional,Delhi,Electrical
71,"Sourcing directly from Bhagirath Palace in Delhi can double your margins. However, you need to buy in bulk to get those rates. A trip to the wholesale market is an investment in itself.",Web (Youtube),hi_en,Supply_Chain,Advice,Delhi,Electrical
72,Customers often ask for 'Loose Maal' like nails and screws by weight. Weighing these small items accurately is a skill. It requires patience but brings in the daily mechanics.,Web (Youtube),hi_en,Retail_Operations,Neutral,India_General,Hardware
73,"In a hardware shop, if a customer doesn't find a specific nut-bolt, they might not return. Maintaining a vast variety of small spare parts is crucial. It builds trust that 'this shop has everything'.",Web (Youtube),en,Inventory_Variety,Serious,India_General,Hardware
74,The word 'Udhaar' (credit) scares every small shopkeeper. He keeps a separate diary to track who owes what. Recovering udhaar is often harder than selling the goods.,Web (Youtube),hi,Credit_Management,Anxious,India_General,Kirana
75,Learn to say no to credit requests with a smile. Tell them the margins are too thin to support credit. This keeps the relationship safe while protecting your cash flow.,Web (Youtube),hi_en,Business_Communication,Advisory,India_General,Kirana
76,"For a stationer, 'Season' means the start of the school year. They work day and night during these two months. This period generates the bulk of the year's profit.",Web (Youtube),en_hi,Seasonality,Excited,India_General,Stationary
77,Bundle notebooks with covers and labels to increase the ticket size. Parents prefer buying a complete set rather than individual items. It saves them time and increases your sales.,Web (Youtube),en,Sales_Tactics,Smart,India_General,Stationary
78,"The 'Galla' or cash box is the heart of the shop. The shopkeeper never leaves the Galla unattended. At the end of the day, counting the cash in the Galla is the most satisfying moment.",Web (Youtube),hi,Financial_Security,Protective,India_General,Kirana
79,Place chocolates and small packets at the counter to tempt children. These impulse buys add up to a significant amount by evening. High-margin items should always be visible.,Web (Youtube),en_hi,Sales_Strategy,Neutral,India_General,Kirana
80,A 'Regular' customer expects special treatment and small discounts. The shopkeeper greets them by name. Losing a regular is a big blow to the business.,Web (Youtube),en,Customer_Loyalty,Warm,India_General,Kirana
81,Ask customers about their families to build a bond. A shopkeeper who listens sells more than one who just hands over goods. Personal connection beats supermarket discounts.,Web (Youtube),en,Relationship_Marketing,Empathetic,India_General,Kirana
82,"The shortage of 'Chutta' (change) is a daily struggle. He often offers a candy in place of a 1-rupee coin. Customers usually accept, but some get annoyed.",Web (Youtube),hi,Cash_Management,Frustrated,India_General,Kirana
83,Always check the expiry date before accepting new stock from the distributor. Distributors often try to push near-expiry goods. Vigilance saves you from dead stock losses.,Web (Youtube),en,Quality_Control,Cautious,India_General,Kirana
84,"He identifies switches and wires as 'Running Items' that sell daily. These items must never go out of stock. They bring customers into the shop, leading to other purchases.",Web (Youtube),en,Inventory_Management,Focused,India_General,Electrical
85,Keep the fancy lights turned on in the evening to attract attention. A bright shop looks welcoming and professional. Visually appealing displays sell high-margin fancy items.,Web (Youtube),en,Visual_Merchandising,Proud,India_General,Electrical
86,"Selling 'Local Maal' (non-branded) gives higher margins but carries risk. He has to convince the customer about its quality. If it fails, the customer will blame the shopkeeper.",Web (Youtube),hi_en,Product_Mix,Calculated,India_General,Electrical
87,"Stock branded items to build trust, even if margins are low. Customers come for the brand but might buy accessories. The brand board outside the shop brings footfall.",Web (Youtube),en,Branding,Neutral,India_General,Electrical
88,Customers often come asking to replace the 'Element' of their heater. It's a cheap repair but requires technical skill. Offering repair services builds loyalty.,Web (Youtube),en,Service_Offering,Helpful,India_General,Electrical
89,Stock up on water heaters and immersion rods before winter peaks. Prices go up in the wholesale market as demand rises. Buying early ensures better profit margins.,Web (Youtube),en,Seasonal_Planning,Smart,India_General,Electrical
90,"Wholesalers sell shoes only in a 'Set' of sizes. If the middle sizes sell out, the small and large ones become dead stock. Breaking a set is the biggest challenge in shoe retail.",Web (Youtube),en,Inventory_Risk,Concerned,India_General,Fashion
91,Fashion changes quickly; don't overstock on trendy designs. What is hot today might be unsellable next month. Stick to classics for bulk stock and trends for display.,Web (Youtube),en,Trend_Analysis,Advisory,India_General,Fashion
92,"The shopkeeper eagerly waits for the first customer to do 'Bohni'. It is considered a good omen for the day's sales. If the Bohni is good, the whole day goes well.",Web (Youtube),hi,Superstition_and_Tradition,Hopeful,India_General,Fashion
93,"Treat every customer with patience, even if they don't buy immediately. A customer who leaves happy today might return tomorrow with family. Building a reputation is more important than a single sale.",Web (Youtube),hi_en,Customer_Retention,Proud,India_General,Fashion
